sequence,timestamp_et,tminus_scheduled,tminus_actual_bell,leg,phase,bid,ask,last_trade,rolling_true_print_count_60s,router_return,manager_eligible,signed_non_decision,code_path,overwritten_or_unreached
9225,2026-07-19T12:12:56.000000-04:00,T-17.067,T-22.067,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9231,2026-07-19T12:12:58.000000-04:00,T-17.033,T-22.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9232,2026-07-19T12:12:58.000000-04:00,T-17.033,T-22.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9233,2026-07-19T12:12:58.000000-04:00,T-17.033,T-22.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9234,2026-07-19T12:12:58.000000-04:00,T-17.033,T-22.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9238,2026-07-19T12:13:02.000000-04:00,T-16.967,T-21.967,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9239,2026-07-19T12:13:02.000000-04:00,T-16.967,T-21.967,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9243,2026-07-19T12:13:07.000000-04:00,T-16.883,T-21.883,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9244,2026-07-19T12:13:07.000000-04:00,T-16.883,T-21.883,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9248,2026-07-19T12:13:10.000000-04:00,T-16.833,T-21.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9249,2026-07-19T12:13:10.000000-04:00,T-16.833,T-21.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9250,2026-07-19T12:13:11.000000-04:00,T-16.817,T-21.817,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9251,2026-07-19T12:13:11.000000-04:00,T-16.817,T-21.817,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9252,2026-07-19T12:13:11.000000-04:00,T-16.817,T-21.817,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9253,2026-07-19T12:13:11.000000-04:00,T-16.817,T-21.817,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9261,2026-07-19T12:13:12.000000-04:00,T-16.800,T-21.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9262,2026-07-19T12:13:12.000000-04:00,T-16.800,T-21.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9266,2026-07-19T12:13:14.000000-04:00,T-16.767,T-21.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9267,2026-07-19T12:13:14.000000-04:00,T-16.767,T-21.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9269,2026-07-19T12:13:16.000000-04:00,T-16.733,T-21.733,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9270,2026-07-19T12:13:16.000000-04:00,T-16.733,T-21.733,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9276,2026-07-19T12:13:18.000000-04:00,T-16.700,T-21.700,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9277,2026-07-19T12:13:18.000000-04:00,T-16.700,T-21.700,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9278,2026-07-19T12:13:19.000000-04:00,T-16.683,T-21.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9279,2026-07-19T12:13:19.000000-04:00,T-16.683,T-21.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9280,2026-07-19T12:13:19.000000-04:00,T-16.683,T-21.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9281,2026-07-19T12:13:19.000000-04:00,T-16.683,T-21.683,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9292,2026-07-19T12:13:22.000000-04:00,T-16.633,T-21.633,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9293,2026-07-19T12:13:22.000000-04:00,T-16.633,T-21.633,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9294,2026-07-19T12:13:23.000000-04:00,T-16.617,T-21.617,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9295,2026-07-19T12:13:23.000000-04:00,T-16.617,T-21.617,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9296,2026-07-19T12:13:23.000000-04:00,T-16.617,T-21.617,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9297,2026-07-19T12:13:23.000000-04:00,T-16.617,T-21.617,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9299,2026-07-19T12:13:26.000000-04:00,T-16.567,T-21.567,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9300,2026-07-19T12:13:26.000000-04:00,T-16.567,T-21.567,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9301,2026-07-19T12:13:26.000000-04:00,T-16.567,T-21.567,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,1,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9308,2026-07-19T12:13:30.000000-04:00,T-16.500,T-21.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9309,2026-07-19T12:13:30.000000-04:00,T-16.500,T-21.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9310,2026-07-19T12:13:30.000000-04:00,T-16.500,T-21.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9311,2026-07-19T12:13:30.000000-04:00,T-16.500,T-21.500,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9317,2026-07-19T12:13:35.000000-04:00,T-16.417,T-21.417,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9323,2026-07-19T12:13:36.000000-04:00,T-16.400,T-21.400,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9324,2026-07-19T12:13:41.000000-04:00,T-16.317,T-21.317,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9325,2026-07-19T12:13:41.000000-04:00,T-16.317,T-21.317,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9331,2026-07-19T12:13:47.000000-04:00,T-16.217,T-21.217,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9332,2026-07-19T12:13:47.000000-04:00,T-16.217,T-21.217,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9336,2026-07-19T12:13:51.000000-04:00,T-16.150,T-21.150,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9337,2026-07-19T12:13:51.000000-04:00,T-16.150,T-21.150,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9338,2026-07-19T12:13:51.000000-04:00,T-16.150,T-21.150,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9339,2026-07-19T12:13:51.000000-04:00,T-16.150,T-21.150,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9343,2026-07-19T12:13:58.000000-04:00,T-16.033,T-21.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9344,2026-07-19T12:13:58.000000-04:00,T-16.033,T-21.033,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9348,2026-07-19T12:14:08.000000-04:00,T-15.867,T-20.867,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9355,2026-07-19T12:14:10.000000-04:00,T-15.833,T-20.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9356,2026-07-19T12:14:10.000000-04:00,T-15.833,T-20.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9357,2026-07-19T12:14:10.000000-04:00,T-15.833,T-20.833,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9362,2026-07-19T12:14:12.000000-04:00,T-15.800,T-20.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9363,2026-07-19T12:14:12.000000-04:00,T-15.800,T-20.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9364,2026-07-19T12:14:12.000000-04:00,T-15.800,T-20.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9365,2026-07-19T12:14:12.000000-04:00,T-15.800,T-20.800,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9366,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9367,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9368,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9369,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9370,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9371,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9372,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9373,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9374,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9375,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9376,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9377,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9378,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9379,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9380,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9381,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9382,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9383,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9384,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9385,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9386,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9387,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
9388,2026-07-19T12:14:14.000000-04:00,T-15.767,T-20.767,NIK,ACTIVE_AFTER_CREDITED_FILL_24,17,19,19,0,LAWFUL_PRESENCE_CONTINUE,false,NO_ENTRY_MANAGER_CALL_POST_FILL,live_v4.py:11401-11402;12394-12399;9783-9785,"all entry target, fourth-move, and move/repost organs"
