class,leg_ticker,sibling_ticker,category,region,sibling_fill_cents,own_audited_close_cents,cap_99_minus_sibfill,cap_close_minus_1,target,verdict,reason,first_qualifying_epoch,first_qualifying_price,release_minutes
b_FN_mirror,KXWTAMATCH-26JUL12WERAMA-WER,KXWTAMATCH-26JUL12WERAMA-AMA,WTA_MAIN,ge76,23,83,76,82,76,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13CRIJEA-JEA,KXWTAMATCH-26JUL13CRIJEA-CRI,WTA_MAIN,26_50,66,38,33,37,33,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13GRAPAR-GRA,KXWTAMATCH-26JUL13GRAPAR-PAR,WTA_MAIN,le25,91,12,8,11,8,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13HODDAR-HOD,KXWTAMATCH-26JUL13HODDAR-HOD,WTA_MAIN,le25,22,24,77,23,23,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783935118,22,0.1
b_FN_mirror,KXWTAMATCH-26JUL13ITOKOR-ITO,KXWTAMATCH-26JUL13ITOKOR-KOR,WTA_MAIN,le25,86,19,13,18,13,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13LINHON-HON,KXWTAMATCH-26JUL13LINHON-LIN,WTA_MAIN,le25,84,18,15,17,15,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13PODMAR-MAR,KXWTAMATCH-26JUL13PODMAR-POD,WTA_MAIN,51_75,25,77,74,76,74,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL13PRIGAR-PRI,KXWTAMATCH-26JUL13PRIGAR-PRI,WTA_MAIN,ge76,93,94,6,93,6,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL14AMAJAC-AMA,KXWTAMATCH-26JUL14AMAJAC-JAC,WTA_MAIN,le25,84,18,15,17,15,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL14BULPRI-BUL,KXWTAMATCH-26JUL14BULPRI-PRI,WTA_MAIN,le25,81,20,18,19,18,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL15AVAMAR-AVA,KXWTAMATCH-26JUL15AVAMAR-MAR,WTA_MAIN,26_50,63,39,36,38,36,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL15BURJAC-BUR,KXWTAMATCH-26JUL15BURJAC-JAC,WTA_MAIN,51_75,39,99,60,98,60,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL15DARSAK-SAK,KXWTAMATCH-26JUL15DARSAK-SAK,WTA_MAIN,ge76,78,79,21,78,21,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL15IBRBAD-BAD,KXWTAMATCH-26JUL15IBRBAD-IBR,WTA_MAIN,ge76,16,87,83,86,83,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL15PUTCHA-CHA,KXWTAMATCH-26JUL15PUTCHA-PUT,WTA_MAIN,26_50,61,40,38,39,38,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL17KREZHE-KRE,KXWTAMATCH-26JUL17KREZHE-ZHE,WTA_MAIN,51_75,50,52,49,51,49,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL18COSHIB-HIB,KXWTAMATCH-26JUL18COSHIB-HIB,WTA_MAIN,26_50,48,50,51,49,49,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784347256,48,0.0
b_FN_mirror,KXWTAMATCH-26JUL18ITOKNU-ITO,KXWTAMATCH-26JUL18ITOKNU-KNU,WTA_MAIN,26_50,53,50,46,49,46,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL19AVDNIE-AVD,KXWTAMATCH-26JUL19AVDNIE-NIE,WTA_MAIN,51_75,40,62,59,61,59,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL19EIGCAR-CAR,KXWTAMATCH-26JUL19EIGCAR-EIG,WTA_MAIN,ge76,7,96,92,95,92,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL19SHEBAD-SHE,KXWTAMATCH-26JUL19SHEBAD-BAD,WTA_MAIN,26_50,63,38,36,37,36,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20BONUCH-BON,KXWTAMATCH-26JUL20BONUCH-BON,WTA_MAIN,51_75,72,75,27,74,27,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20KORJIM-JIM,KXWTAMATCH-26JUL20KORJIM-JIM,WTA_MAIN,26_50,40,32,59,31,31,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784560440,31,332.6
b_FN_mirror,KXWTAMATCH-26JUL20KORJIM-KOR,KXWTAMATCH-26JUL20KORJIM-KOR,WTA_MAIN,51_75,60,70,39,69,39,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20PODLEE-POD,KXWTAMATCH-26JUL20PODLEE-LEE,WTA_MAIN,26_50,57,46,42,45,42,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20PRIBRA-BRA,KXWTAMATCH-26JUL20PRIBRA-PRI,WTA_MAIN,le25,92,9,7,8,7,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20QUEKAL-QUE,KXWTAMATCH-26JUL20QUEKAL-KAL,WTA_MAIN,26_50,69,32,30,31,30,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
b_FN_mirror,KXWTAMATCH-26JUL20STENOH-STE,KXWTAMATCH-26JUL20STENOH-STE,WTA_MAIN,le25,22,23,77,22,22,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784563797,22,0.1
b_FN_mirror,KXWTAMATCH-26JUL20TIMSAS-SAS,KXWTAMATCH-26JUL20TIMSAS-TIM,WTA_MAIN,51_75,47,54,52,53,52,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12AVEFOR-AVE,KXATPCHALLENGERMATCH-26JUL12AVEFOR-FOR,ATP_CHALL,26_50,51,55,48,54,48,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12AVEFOR-FOR,KXATPCHALLENGERMATCH-26JUL12AVEFOR-AVE,ATP_CHALL,51_75,48,49,51,48,48,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783877743,48,110.6
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12AZKLEO-AZK,KXATPCHALLENGERMATCH-26JUL12AZKLEO-LEO,ATP_CHALL,51_75,47,53,52,52,52,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12AZKLEO-LEO,KXATPCHALLENGERMATCH-26JUL12AZKLEO-AZK,ATP_CHALL,26_50,52,47,47,46,46,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12BROHUA-BRO,KXATPCHALLENGERMATCH-26JUL12BROHUA-HUA,ATP_CHALL,51_75,28,63,71,62,62,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12BROHUA-HUA,KXATPCHALLENGERMATCH-26JUL12BROHUA-BRO,ATP_CHALL,26_50,64,38,35,37,35,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12ECHMUN-ECH,KXATPCHALLENGERMATCH-26JUL12ECHMUN-MUN,ATP_CHALL,ge76,20,80,79,79,79,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783881414,79,263.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12ECHMUN-MUN,KXATPCHALLENGERMATCH-26JUL12ECHMUN-ECH,ATP_CHALL,le25,79,20,20,19,19,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12KARMAR-KAR,KXATPCHALLENGERMATCH-26JUL12KARMAR-MAR,ATP_CHALL,26_50,59,44,40,43,40,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783872929,40,111.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12KARMAR-MAR,KXATPCHALLENGERMATCH-26JUL12KARMAR-KAR,ATP_CHALL,51_75,40,59,59,58,58,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783884992,58,201.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12MARFOR-FOR,KXATPCHALLENGERMATCH-26JUL12MARFOR-MAR,ATP_CHALL,26_50,60,45,39,44,39,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12MARFOR-MAR,KXATPCHALLENGERMATCH-26JUL12MARFOR-FOR,ATP_CHALL,51_75,38,57,61,56,56,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783863476,56,394.9
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12TOKROZ-ROZ,KXATPCHALLENGERMATCH-26JUL12TOKROZ-TOK,ATP_CHALL,51_75,45,56,54,55,54,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783860932,54,0.2
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12TOKROZ-TOK,KXATPCHALLENGERMATCH-26JUL12TOKROZ-ROZ,ATP_CHALL,26_50,54,45,45,44,44,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783881688,44,354.3
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,ATP_CHALL,26_50,60,39,39,38,38,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783867792,38,20.9
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,ATP_CHALL,51_75,39,65,60,64,60,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783866682,60,0.2
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12YIBMAL-MAL,KXATPCHALLENGERMATCH-26JUL12YIBMAL-YIB,ATP_CHALL,le25,83,16,16,15,15,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL12YIBMAL-YIB,KXATPCHALLENGERMATCH-26JUL12YIBMAL-MAL,ATP_CHALL,ge76,16,85,83,84,83,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13ALVKUM-ALV,KXATPCHALLENGERMATCH-26JUL13ALVKUM-KUM,ATP_CHALL,51_75,43,57,56,56,56,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783932364,56,0.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13ALVKUM-KUM,KXATPCHALLENGERMATCH-26JUL13ALVKUM-ALV,ATP_CHALL,26_50,53,43,46,42,42,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13INCSTE-INC,KXATPCHALLENGERMATCH-26JUL13INCSTE-STE,ATP_CHALL,51_75,47,56,52,55,52,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13INCSTE-STE,KXATPCHALLENGERMATCH-26JUL13INCSTE-INC,ATP_CHALL,26_50,52,47,47,46,46,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783967970,46,226.7
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13KRASAL-KRA,KXATPCHALLENGERMATCH-26JUL13KRASAL-SAL,ATP_CHALL,ge76,15,99,84,98,84,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783940335,79,71.7
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13KRASAL-SAL,KXATPCHALLENGERMATCH-26JUL13KRASAL-KRA,ATP_CHALL,le25,82,1,17,0,0,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13NOGBRO-BRO,KXATPCHALLENGERMATCH-26JUL13NOGBRO-NOG,ATP_CHALL,51_75,49,49,50,48,48,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13NOGBRO-NOG,KXATPCHALLENGERMATCH-26JUL13NOGBRO-BRO,ATP_CHALL,26_50,50,51,49,50,49,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783955408,49,50.0
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13TABVIN-TAB,KXATPCHALLENGERMATCH-26JUL13TABVIN-VIN,ATP_CHALL,51_75,43,60,56,59,56,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13TABVIN-VIN,KXATPCHALLENGERMATCH-26JUL13TABVIN-TAB,ATP_CHALL,26_50,56,43,43,42,42,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1783928571,42,199.9
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13TROGEO-GEO,KXATPCHALLENGERMATCH-26JUL13TROGEO-TRO,ATP_CHALL,le25,85,15,14,14,14,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13TROGEO-TRO,KXATPCHALLENGERMATCH-26JUL13TROGEO-GEO,ATP_CHALL,ge76,13,85,86,84,84,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13VUKBRO-BRO,KXATPCHALLENGERMATCH-26JUL13VUKBRO-VUK,ATP_CHALL,51_75,42,57,57,56,56,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL13VUKBRO-VUK,KXATPCHALLENGERMATCH-26JUL13VUKBRO-BRO,ATP_CHALL,26_50,57,44,42,43,42,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14DRATRO-DRA,KXATPCHALLENGERMATCH-26JUL14DRATRO-TRO,ATP_CHALL,51_75,24,76,75,75,75,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784078495,75,80.9
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14DRATRO-TRO,KXATPCHALLENGERMATCH-26JUL14DRATRO-DRA,ATP_CHALL,le25,75,24,24,23,23,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784091429,23,476.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14GANZIN-GAN,KXATPCHALLENGERMATCH-26JUL14GANZIN-ZIN,ATP_CHALL,26_50,73,26,26,25,25,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14GANZIN-ZIN,KXATPCHALLENGERMATCH-26JUL14GANZIN-GAN,ATP_CHALL,51_75,26,76,73,75,73,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784020425,73,0.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14JOHBER-BER,KXATPCHALLENGERMATCH-26JUL14JOHBER-JOH,ATP_CHALL,26_50,50,51,49,50,49,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14JOHBER-JOH,KXATPCHALLENGERMATCH-26JUL14JOHBER-BER,ATP_CHALL,26_50,49,50,50,49,49,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14LAJSVA-LAJ,KXATPCHALLENGERMATCH-26JUL14LAJSVA-SVA,ATP_CHALL,51_75,45,53,54,52,52,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14LAJSVA-SVA,KXATPCHALLENGERMATCH-26JUL14LAJSVA-LAJ,ATP_CHALL,26_50,54,48,45,47,45,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784042719,45,177.5
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14MATMOR-MAT,KXATPCHALLENGERMATCH-26JUL14MATMOR-MOR,ATP_CHALL,51_75,37,93,62,92,62,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784049389,62,4.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14MATMOR-MOR,KXATPCHALLENGERMATCH-26JUL14MATMOR-MAT,ATP_CHALL,26_50,60,7,39,6,6,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784054379,6,389.6
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14ZHUYUN-YUN,KXATPCHALLENGERMATCH-26JUL14ZHUYUN-ZHU,ATP_CHALL,ge76,8,81,91,80,80,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL14ZHUYUN-ZHU,KXATPCHALLENGERMATCH-26JUL14ZHUYUN-YUN,ATP_CHALL,le25,91,19,8,18,8,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784052254,8,3.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL15SANERE-ERE,KXATPCHALLENGERMATCH-26JUL15SANERE-SAN,ATP_CHALL,51_75,43,56,56,55,55,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL15SANERE-SAN,KXATPCHALLENGERMATCH-26JUL15SANERE-ERE,ATP_CHALL,26_50,56,44,43,43,43,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784119350,43,0.0
a_carried_pair,KXATPCHALLENGERMATCH-26JUL15VILMAR-MAR,KXATPCHALLENGERMATCH-26JUL15VILMAR-VIL,ATP_CHALL,26_50,51,48,48,47,47,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784099766,47,116.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL15VILMAR-VIL,KXATPCHALLENGERMATCH-26JUL15VILMAR-MAR,ATP_CHALL,26_50,48,53,51,52,51,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16KUMBRO-BRO,KXATPCHALLENGERMATCH-26JUL16KUMBRO-KUM,ATP_CHALL,26_50,49,50,50,49,49,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16KUMBRO-KUM,KXATPCHALLENGERMATCH-26JUL16KUMBRO-BRO,ATP_CHALL,26_50,50,51,49,50,49,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16PALALM-ALM,KXATPCHALLENGERMATCH-26JUL16PALALM-PAL,ATP_CHALL,51_75,28,97,71,96,71,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784235878,71,0.5
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16PALALM-PAL,KXATPCHALLENGERMATCH-26JUL16PALALM-ALM,ATP_CHALL,26_50,71,3,28,2,2,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784242725,2,473.4
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16RICGEA-GEA,KXATPCHALLENGERMATCH-26JUL16RICGEA-RIC,ATP_CHALL,ge76,18,83,81,82,81,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL16RICGEA-RIC,KXATPCHALLENGERMATCH-26JUL16RICGEA-GEA,ATP_CHALL,le25,81,18,18,17,17,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784243582,17,118.2
a_carried_pair,KXATPCHALLENGERMATCH-26JUL17DELFUE-DEL,KXATPCHALLENGERMATCH-26JUL17DELFUE-FUE,ATP_CHALL,ge76,11,39,88,38,38,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784313349,38,93.5
a_carried_pair,KXATPCHALLENGERMATCH-26JUL17DELFUE-FUE,KXATPCHALLENGERMATCH-26JUL17DELFUE-DEL,ATP_CHALL,le25,75,62,24,61,24,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784312466,24,5.3
a_carried_pair,KXATPCHALLENGERMATCH-26JUL17SMIYUN-SMI,KXATPCHALLENGERMATCH-26JUL17SMIYUN-YUN,ATP_CHALL,26_50,61,1,38,0,0,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL17SMIYUN-YUN,KXATPCHALLENGERMATCH-26JUL17SMIYUN-SMI,ATP_CHALL,51_75,36,99,63,98,63,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784331321,63,11.0
a_carried_pair,KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS,KXATPCHALLENGERMATCH-26JUL18CASGEA-GEA,ATP_CHALL,26_50,66,30,33,29,29,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784406300,29,328.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL18CASGEA-GEA,KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS,ATP_CHALL,51_75,33,72,66,71,66,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL18GENKUM-GEN,KXATPCHALLENGERMATCH-26JUL18GENKUM-KUM,ATP_CHALL,51_75,43,99,56,98,56,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784384860,56,108.1
a_carried_pair,KXATPCHALLENGERMATCH-26JUL18GENKUM-KUM,KXATPCHALLENGERMATCH-26JUL18GENKUM-GEN,ATP_CHALL,26_50,56,1,43,0,0,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19CALTEP-CAL,KXATPCHALLENGERMATCH-26JUL19CALTEP-TEP,ATP_CHALL,ge76,22,76,77,75,75,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784454559,75,30.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19CALTEP-TEP,KXATPCHALLENGERMATCH-26JUL19CALTEP-CAL,ATP_CHALL,le25,76,22,23,21,21,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19JOHGEO-GEO,KXATPCHALLENGERMATCH-26JUL19JOHGEO-JOH,ATP_CHALL,le25,81,18,18,17,17,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784484490,17,138.6
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19JOHGEO-JOH,KXATPCHALLENGERMATCH-26JUL19JOHGEO-GEO,ATP_CHALL,ge76,18,86,81,85,81,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19KUHPAS-KUH,KXATPCHALLENGERMATCH-26JUL19KUHPAS-PAS,ATP_CHALL,le25,88,10,11,9,9,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784488207,9,305.6
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19KUHPAS-PAS,KXATPCHALLENGERMATCH-26JUL19KUHPAS-KUH,ATP_CHALL,ge76,10,93,89,92,89,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19KUZOPI-KUZ,KXATPCHALLENGERMATCH-26JUL19KUZOPI-OPI,ATP_CHALL,ge76,16,89,83,88,83,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19KUZOPI-OPI,KXATPCHALLENGERMATCH-26JUL19KUZOPI-KUZ,ATP_CHALL,le25,83,12,16,11,11,NOT_CONVERTIBLE,PRICE_NEVER_PRINTED (below close-1 not offered after fill),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19NIKVRB-NIK,KXATPCHALLENGERMATCH-26JUL19NIKVRB-VRB,ATP_CHALL,26_50,68,19,31,18,18,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784475162,18,256.8
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19NIKVRB-VRB,KXATPCHALLENGERMATCH-26JUL19NIKVRB-NIK,ATP_CHALL,51_75,26,83,73,82,73,NOT_CONVERTIBLE,CAP_UNREACHABLE (99-sib_fill binds),,,
a_carried_pair,KXATPCHALLENGERMATCH-26JUL19PALMUN-MUN,KXATPCHALLENGERMATCH-26JUL19PALMUN-PAL,ATP_CHALL,26_50,56,44,43,43,43,CONVERTIBLE,"qualifying ask <= min(99-sib_fill, close-1) after sibling fill",1784459843,43,0.0
